cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,hora_transacao
8555,774,20181124,Debito,-26.27,07:28:14 UTC
10296,774,20181227,Debito,-6.3,15:57:00 UTC
11573,774,20181230,Debito,-20.0,12:00:19 UTC
17225,774,20190531,Debito,-56.55,21:47:04 UTC
18212,774,20190602,Debito,-48.69,03:34:35 UTC
18767,774,20190618,Debito,-71.2,04:52:53 UTC
27548,774,20190705,Debito,-70.3,01:31:36 UTC
30171,774,20190705,Debito,-5.49,14:24:30 UTC
36876,774,20190922,Debito,-7.39,13:07:55 UTC
37482,774,20190923,Debito,-14.92,07:07:37 UTC
43059,774,20191104,Debito,-9.29,07:31:11 UTC
44712,774,20191107,Debito,-4.0,21:42:47 UTC
47782,774,20191231,Debito,-56.8,20:00:10 UTC
54807,774,20200119,Debito,-48.7,15:19:51 UTC
55398,774,20200314,Debito,-73.48,08:11:24 UTC
57624,774,20210315,Debito,-41.66,04:18:02 UTC
58998,774,20221208,Debito,-325.25,23:04:59 UTC
69107,774,20221229,Debito,-53.35,23:53:26 UTC
70187,774,20221229,Debito,-139.77,23:55:27 UTC
70611,774,20221229,Debito,-93.7,23:56:56 UTC
1450,7,20181111,Debito,-15.08,05:04:14 UTC
4723,7,20190711,Debito,-10.76,06:47:56 UTC
12303,7,20220621,Debito,-62.48,00:08:52 UTC
12621,7,20220621,Debito,-15.58,08:17:43 UTC
29979,7,20221229,Debito,-41.12,23:58:11 UTC
43852,7,20221230,Debito,-65.13,00:00:00.417281 UTC
49711,7,20221230,Debito,-94.24,00:00:00.939817 UTC
57040,7,20221230,Debito,-18.32,00:00:00.134585 UTC
57135,7,20221230,Debito,-35.9,00:00:00.283235 UTC
60719,7,20221230,Debito,-64.91,00:00:00.498204 UTC
62133,7,20221230,Debito,-21.07,00:00:00.13411 UTC
63542,7,20221230,Debito,-31.19,00:00:00.276049 UTC
69795,7,20221230,Debito,-123.7,00:00:00.936231 UTC
3131,263,20180116,Debito,-16.43,00:51:02 UTC
10742,263,20190811,Debito,-15.05,22:17:10 UTC
11439,263,20201125,Debito,-15.75,14:45:35 UTC
12394,263,20201128,Debito,-21.12,06:48:11 UTC
12396,263,20210409,Debito,-28.21,01:21:11 UTC
14092,263,20210410,Debito,-34.3,06:49:43 UTC
15229,263,20220516,Debito,-18.54,13:37:24 UTC
19054,263,20221007,Debito,-44.23,00:10:00 UTC
23350,263,20221226,Debito,-12.34,01:34:03 UTC
32506,263,20221229,Debito,-14.47,23:13:56 UTC
39355,263,20221229,Debito,-14.72,23:59:33 UTC
42755,263,20221229,Debito,-158.65,23:59:51 UTC
46871,263,20221230,Debito,-9.33,00:00:00 UTC
50277,263,20221230,Debito,-90.33,00:00:00.023485 UTC
51159,263,20221230,Debito,-22.87,00:00:00.674561 UTC
53681,263,20221230,Debito,-324.92,00:00:00.192547 UTC
55629,263,20221230,Debito,-71.91,00:00:00.163104 UTC
59513,263,20221230,Debito,-19.54,00:00:00.481305 UTC
61225,263,20221230,Debito,-21.75,00:00:00.751037 UTC
62023,263,20221230,Debito,-101.23,00:00:00.716022 UTC
7345,519,20210919,Debito,-35.26,03:02:43 UTC
9266,519,20211110,Debito,-90.23,16:06:25 UTC
9328,519,20211110,Debito,-11.77,16:30:17 UTC
15959,519,20220916,Debito,-13.98,23:36:29 UTC
24049,519,20221017,Debito,-114.7,04:29:55 UTC
32169,519,20221124,Debito,-17.02,10:05:37 UTC
34319,519,20221206,Debito,-40.91,19:31:16 UTC
36860,519,20221222,Debito,-49.42,17:38:49 UTC
37463,519,20221222,Debito,-46.98,22:46:53 UTC
51985,519,20221227,Debito,-67.57,03:27:24 UTC
54705,519,20221229,Debito,-89.25,00:52:05 UTC
54759,519,20221229,Debito,-3.71,01:23:24 UTC
6483,775,20110609,Debito,-56.6,00:08:40 UTC
9041,775,20110624,Debito,-349.53,03:57:19 UTC
9386,775,20110624,Debito,-7.25,08:06:22 UTC
12391,775,20110629,Debito,-45.77,11:49:06 UTC
13002,775,20110706,Debito,-44.92,20:07:19 UTC
22567,775,20131031,Debito,-71.29,23:47:49 UTC
24135,775,20131111,Debito,-25.88,06:49:59 UTC
24893,775,20131111,Debito,-41.82,07:06:39 UTC
26724,775,20131114,Debito,-15.94,12:34:41 UTC
29080,775,20131116,Debito,-83.59,20:45:36 UTC
29327,775,20131116,Debito,-16.39,21:49:56 UTC
31580,775,20131118,Debito,-145.26,22:16:47 UTC
31631,775,20131120,Debito,-17.89,19:05:58 UTC
31710,775,20190817,Debito,-14.03,23:09:01 UTC
33374,775,20190827,Debito,-96.92,10:32:11 UTC
34032,775,20190827,Debito,-48.27,16:06:08 UTC
36182,775,20190918,Debito,-115.66,18:02:57 UTC
38269,775,20191015,Debito,-14.19,21:09:22 UTC
39977,775,20191031,Debito,-60.05,16:11:00 UTC
40601,775,20191031,Debito,-30.68,16:13:45 UTC
41259,775,20191031,Debito,-61.44,19:38:43 UTC
42396,775,20191102,Debito,-27.22,20:31:03 UTC
42475,775,20200102,Debito,-30.56,12:55:18 UTC
43165,775,20200102,Debito,-75.27,14:12:38 UTC
43275,775,20200102,Debito,-56.12,20:14:14 UTC
44188,775,20200123,Debito,-11.8,20:35:54 UTC
45620,775,20201127,Debito,-21.12,19:43:38 UTC
47434,775,20201201,Debito,-66.31,04:28:58 UTC
55607,775,20201201,Debito,-291.05,16:48:21 UTC
8519,8,20221004,Debito,-116.83,08:52:08 UTC
14581,8,20221103,Debito,-5.88,06:21:18 UTC
20593,8,20221118,Debito,-13.79,07:43:35 UTC
23160,8,20221118,Debito,-34.39,17:39:28 UTC
23744,8,20221118,Debito,-63.67,19:40:29 UTC
34553,8,20221130,Debito,-9.0,16:59:08 UTC
44598,8,20221216,Debito,-9.01,00:18:29 UTC
50077,8,20221225,Debito,-25.29,10:48:24 UTC
56372,8,20221226,Debito,-44.97,06:32:17 UTC
58991,8,20221228,Debito,-11.92,19:59:19 UTC
64406,8,20221229,Debito,-32.74,23:59:55 UTC
69167,8,20221230,Debito,-34.87,00:00:00.876349 UTC
69467,8,20221230,Debito,-115.34,00:00:00.93981 UTC
69558,8,20221230,Debito,-182.15,00:00:00.327484 UTC
7900,264,20210604,Debito,-29.99,02:08:23 UTC
9184,264,20210716,Debito,-5.25,07:08:12 UTC
12870,264,20210720,Debito,-42.57,12:00:42 UTC
13868,264,20210727,Debito,-32.51,14:59:07 UTC
16727,264,20220302,Debito,-99.23,03:08:44 UTC
19820,264,20220303,Debito,-58.37,08:18:24 UTC
20521,264,20220305,Debito,-32.32,23:41:46 UTC
27248,264,20220919,Debito,-5.61,01:21:55 UTC
28254,264,20221009,Debito,-135.33,11:05:24 UTC
29921,264,20221016,Debito,-114.86,15:22:22 UTC
30117,264,20221105,Debito,-48.51,12:23:40 UTC
30820,264,20221105,Debito,-37.35,19:05:35 UTC
31410,264,20221105,Debito,-14.24,19:07:21 UTC
37028,264,20221119,Debito,-98.13,13:04:47 UTC
37564,264,20221119,Debito,-32.7,15:59:40 UTC
40191,264,20221120,Debito,-28.2,15:15:51 UTC
43857,264,20221121,Debito,-78.44,00:45:13 UTC
44433,264,20221124,Debito,-60.66,20:02:30 UTC
48570,264,20221229,Debito,-9.14,13:21:36 UTC
51356,264,20221229,Debito,-8.38,23:59:10 UTC
57929,264,20221230,Debito,-52.73,00:00:00.931202 UTC
60971,264,20221230,Debito,-54.25,00:00:00.424737 UTC
61730,264,20221230,Debito,-28.76,00:00:00.730553 UTC
62104,264,20221230,Debito,-45.96,00:00:00.806862 UTC
1327,520,20191122,Debito,-29.83,21:47:26 UTC
4465,520,20200611,Debito,-14.06,03:45:49 UTC
6806,520,20201025,Debito,-14.44,18:28:28 UTC
18543,520,20210218,Debito,-65.04,16:09:21 UTC
19774,520,20210710,Debito,-32.78,11:32:12 UTC
20572,520,20210727,Debito,-28.08,07:47:32 UTC
26913,520,20211115,Debito,-8.0,23:49:54 UTC
28879,520,20211208,Debito,-47.03,00:35:05 UTC
29196,520,20211209,Debito,-17.92,00:18:20 UTC
30051,520,20211212,Debito,-24.01,06:38:20 UTC
48397,520,20221229,Debito,-38.99,13:37:41 UTC
48779,520,20221229,Debito,-21.01,22:36:36 UTC
48991,520,20221229,Debito,-29.97,23:15:27 UTC
49002,520,20221229,Debito,-24.07,23:55:30 UTC
58730,520,20221229,Debito,-11.35,23:59:51 UTC
64127,520,20221229,Debito,-83.77,23:59:51 UTC
68187,520,20221229,Debito,-234.53,23:59:59.271613 UTC
1216,776,20210722,Debito,-22.7,18:27:01 UTC
3806,776,20210726,Debito,-16.81,02:47:29 UTC
4654,776,20220521,Debito,-26.09,09:34:16 UTC
11908,776,20220620,Debito,-53.08,13:27:33 UTC
22655,776,20220702,Debito,-49.11,16:56:14 UTC
23103,776,20220704,Debito,-10.1,21:29:08 UTC
25892,776,20221122,Debito,-57.23,23:41:57 UTC
25901,776,20221124,Debito,-37.14,13:08:18 UTC
32317,776,20221229,Debito,-85.55,00:19:01 UTC
33755,776,20221229,Debito,-142.77,17:46:43 UTC
36012,776,20221229,Debito,-46.27,23:46:09 UTC
38726,776,20221229,Debito,-91.51,23:57:07 UTC
40297,776,20221229,Debito,-29.43,23:59:59 UTC
41082,776,20221229,Debito,-50.53,23:59:59.362791 UTC
43531,776,20221229,Debito,-4.82,23:59:59.548522 UTC
43601,776,20221229,Debito,-14.14,23:59:59.532547 UTC
50252,776,20221229,Debito,-68.9,23:59:59.341423 UTC
58299,776,20221229,Debito,-16.71,23:59:59.780447 UTC
71686,776,20221229,Debito,-43.42,23:59:59.00265 UTC
7222,9,20221230,Debito,-14.46,16:23:13.452213 UTC
11422,9,20221230,Debito,-6.82,16:23:13.848181 UTC
12445,9,20221230,Debito,-30.96,16:23:13.854527 UTC
15279,9,20221230,Debito,-8.54,16:23:13.590391 UTC
15342,9,20221230,Debito,-72.87,16:23:13.055291 UTC
21304,9,20221230,Debito,-36.05,16:23:13.680055 UTC
26879,9,20221230,Debito,-25.13,16:23:13.940294 UTC
28737,9,20221230,Debito,-24.77,16:23:13.142142 UTC
29766,9,20221230,Debito,-10.33,16:23:13.097073 UTC
45464,9,20221230,Debito,-40.34,16:23:13.450467 UTC
56211,9,20221230,Debito,-32.55,16:23:13.307464 UTC
1174,265,20190704,Debito,-30.93,03:24:35 UTC
5211,265,20190720,Debito,-24.5,07:44:40 UTC
6296,265,20190919,Debito,-28.95,09:15:21 UTC
7052,265,20191018,Debito,-13.88,00:20:18 UTC
24532,265,20191103,Debito,-64.0,04:26:51 UTC
24826,265,20191103,Debito,-58.01,05:10:15 UTC
29081,265,20200220,Debito,-396.98,10:16:00 UTC
33074,265,20200325,Debito,-50.25,21:57:02 UTC
41076,265,20200623,Debito,-54.4,05:05:34 UTC
44640,265,20200626,Debito,-63.51,17:56:53 UTC
46983,265,20200626,Debito,-88.95,18:51:23 UTC
61835,265,20221126,Debito,-63.0,21:38:23 UTC
67184,265,20221130,Debito,-92.59,01:26:53 UTC
67294,265,20221130,Debito,-63.58,10:25:01 UTC
69588,265,20221228,Debito,-9.7,02:58:55 UTC
2695,521,20221014,Debito,-23.99,10:24:56 UTC
10596,521,20221124,Debito,-14.22,11:39:40 UTC
17036,521,20221130,Debito,-254.8,16:46:11 UTC
21213,521,20221209,Debito,-43.03,00:03:01 UTC
40526,521,20221229,Debito,-24.66,23:59:55 UTC
49049,521,20221230,Debito,-14.51,00:00:00.352982 UTC
52524,521,20221230,Debito,-21.85,00:00:00.658014 UTC
64444,521,20221230,Debito,-14.0,00:00:00.848329 UTC
66957,521,20221230,Debito,-22.83,00:00:00.453494 UTC
3950,777,20220305,Debito,-23.81,17:22:18 UTC
4071,777,20220731,Debito,-27.06,18:03:44 UTC
8942,777,20220814,Debito,-7.71,09:46:32 UTC
9201,777,20221105,Debito,-61.08,14:09:56 UTC
23298,777,20221229,Debito,-34.65,23:59:59 UTC
23734,777,20221229,Debito,-75.66,23:59:59.468746 UTC
28234,777,20221229,Debito,-33.9,23:59:59.275854 UTC
29047,777,20221229,Debito,-97.69,23:59:59.159842 UTC
30848,777,20221229,Debito,-7.71,23:59:59.765748 UTC
35805,777,20221229,Debito,-11.69,23:59:59.398678 UTC
36243,777,20221229,Debito,-11.99,23:59:59.236091 UTC
36666,777,20221229,Debito,-47.06,23:59:59.004084 UTC
41869,777,20221229,Debito,-87.57,23:59:59.817317 UTC
48571,777,20221229,Debito,-84.15,23:59:59.843252 UTC
49936,777,20221229,Debito,-16.03,23:59:59.254795 UTC
64402,777,20221229,Debito,-43.25,23:59:59.918811 UTC
68011,777,20221229,Debito,-20.19,23:59:59.193748 UTC
2913,10,20201202,Debito,-21.79,15:01:00 UTC
11766,10,20210106,Debito,-44.8,19:07:22 UTC
11989,10,20210106,Debito,-10.98,19:22:28 UTC
18600,10,20210108,Debito,-11.52,20:27:43 UTC
37778,10,20220725,Debito,-28.52,06:26:34 UTC
45737,10,20221228,Debito,-64.91,12:32:06 UTC
49089,10,20221229,Debito,-104.15,23:02:13 UTC
52116,10,20221229,Debito,-16.59,23:59:58 UTC
55617,10,20221230,Debito,-16.22,00:00:00.010162 UTC
71536,10,20221230,Debito,-48.4,00:00:00.125945 UTC
4432,266,20161004,Debito,-37.57,20:13:59 UTC
4805,266,20161004,Debito,-45.64,20:57:34 UTC
10502,266,20161009,Debito,-42.52,12:40:27 UTC
12851,266,20161129,Debito,-87.47,11:46:33 UTC
16928,266,20181211,Debito,-18.86,22:57:30 UTC
21780,266,20191206,Debito,-47.99,13:52:52 UTC
34335,266,20200404,Debito,-35.5,19:37:14 UTC
35300,266,20200603,Debito,-155.67,17:42:57 UTC
36442,266,20200702,Debito,-26.77,20:43:11 UTC
38593,266,20200703,Debito,-11.18,02:50:27 UTC
47053,266,20201019,Debito,-52.02,19:11:06 UTC
49577,266,20210109,Debito,-90.55,02:37:18 UTC
52110,266,20210117,Debito,-62.95,05:46:37 UTC
61084,266,20210306,Debito,-18.2,20:50:21 UTC
64708,266,20210907,Debito,-19.17,20:10:03 UTC
67195,266,20211003,Debito,-75.64,05:31:22 UTC
4492,522,20161119,Debito,-20.12,23:49:37 UTC
6155,522,20161119,Debito,-28.85,23:51:56 UTC
9600,522,20170816,Debito,-35.94,07:45:18 UTC
9829,522,20170817,Debito,-43.15,01:02:52 UTC
11308,522,20170817,Debito,-3.44,12:38:23 UTC
12953,522,20170831,Debito,-47.57,06:42:17 UTC
18524,522,20170919,Debito,-44.59,03:34:58 UTC
26280,522,20171110,Debito,-13.12,16:31:54 UTC
28751,522,20171114,Debito,-14.11,13:35:55 UTC
32419,522,20180412,Debito,-106.74,02:49:37 UTC
33769,522,20180419,Debito,-128.71,11:52:20 UTC
36227,522,20180423,Debito,-42.76,22:39:24 UTC
38493,522,20180423,Debito,-25.74,23:22:43 UTC
42393,522,20180521,Debito,-37.89,06:24:25 UTC
44814,522,20180628,Debito,-6.49,01:37:07 UTC
45225,522,20180628,Debito,-12.41,19:34:28 UTC
53028,522,20200108,Debito,-41.13,00:17:30 UTC
53513,522,20200811,Debito,-22.96,23:47:08 UTC
57661,522,20201027,Debito,-39.36,16:30:03 UTC
65852,522,20201124,Debito,-24.99,07:39:42 UTC
66563,522,20201203,Debito,-21.26,00:45:47 UTC
1820,778,20190118,Debito,-21.2,03:22:00 UTC
4401,778,20200525,Debito,-51.05,06:12:40 UTC
11525,778,20200525,Debito,-55.87,10:05:39 UTC
15981,778,20200614,Debito,-85.24,13:45:06 UTC
24515,778,20221202,Debito,-36.25,09:20:41 UTC
27231,778,20221215,Debito,-57.16,17:57:26 UTC
27491,778,20221215,Debito,-46.7,19:37:37 UTC
36568,778,20221220,Debito,-30.35,21:06:27 UTC
44993,778,20221229,Debito,-42.52,23:38:34 UTC
45926,778,20221229,Debito,-14.83,23:45:43 UTC
50614,778,20221229,Debito,-13.04,23:59:24 UTC
57523,778,20221229,Debito,-17.92,23:59:59.630237 UTC
61762,778,20221229,Debito,-41.77,23:59:59.154249 UTC
63735,778,20221229,Debito,-12.87,23:59:59.057724 UTC
1709,11,20101225,Debito,-20.88,04:59:27 UTC
3009,11,20101225,Debito,-32.52,05:33:18 UTC
10554,11,20110104,Debito,-103.67,22:23:06 UTC
12271,11,20110210,Debito,-52.76,04:05:33 UTC
13749,11,20110211,Debito,-47.36,01:21:46 UTC
16495,11,20110924,Debito,-64.41,08:45:12 UTC
17739,11,20111201,Debito,-61.79,18:25:10 UTC
22201,11,20121008,Debito,-23.06,11:59:19 UTC
27821,11,20121020,Debito,-7.03,20:51:43 UTC
32833,11,20140627,Debito,-92.16,00:23:25 UTC
38317,11,20140906,Debito,-67.33,00:50:05 UTC
41505,11,20140916,Debito,-38.58,05:42:42 UTC
44560,11,20140916,Debito,-65.73,10:49:01 UTC
44602,11,20140916,Debito,-66.16,15:25:32 UTC
46863,11,20140918,Debito,-88.68,16:53:24 UTC
49555,11,20221119,Debito,-162.41,23:20:47 UTC
54345,11,20221214,Debito,-65.37,19:35:48 UTC
54644,11,20221216,Debito,-84.22,16:35:44 UTC
67458,11,20221229,Debito,-202.77,23:48:11 UTC
4697,267,20220917,Debito,-41.02,19:40:15 UTC
8751,267,20221202,Debito,-15.79,01:52:13 UTC
10438,267,20221202,Debito,-50.39,07:14:51 UTC
21628,267,20221229,Debito,-58.36,23:01:07 UTC
44417,267,20221230,Debito,-86.08,00:00:00.494431 UTC
68010,267,20221230,Debito,-90.55,00:00:00.140179 UTC
71729,267,20221230,Debito,-66.0,00:00:00.444154 UTC
2917,523,20130601,Debito,-31.0,21:11:33 UTC
3069,523,20130602,Debito,-18.32,03:07:31 UTC
7013,523,20130604,Debito,-12.8,13:09:03 UTC
9794,523,20130624,Debito,-16.48,14:36:26 UTC
10738,523,20130713,Debito,-17.27,15:28:37 UTC
20726,523,20131205,Debito,-31.14,20:08:03 UTC
20783,523,20131206,Debito,-11.85,00:57:57 UTC
24026,523,20131213,Debito,-17.7,20:44:12 UTC
25254,523,20131216,Debito,-33.41,13:32:23 UTC
28573,523,20131217,Debito,-13.83,16:17:53 UTC
33498,523,20131224,Debito,-47.17,20:31:15 UTC
39369,523,20131229,Debito,-40.55,11:16:59 UTC
43019,523,20140102,Debito,-31.14,19:34:16 UTC
43064,523,20140301,Debito,-92.6,03:25:41 UTC
43878,523,20140305,Debito,-64.63,11:49:54 UTC
43977,523,20140305,Debito,-95.27,14:08:36 UTC
44426,523,20140305,Debito,-155.09,21:03:44 UTC
46789,523,20140404,Debito,-35.88,10:13:46 UTC
50901,523,20140413,Debito,-153.12,04:05:13 UTC
56640,523,20140603,Debito,-14.96,22:24:44 UTC
58364,523,20140604,Debito,-82.44,21:26:29 UTC
59530,523,20140622,Debito,-37.74,16:48:22 UTC
1821,779,20140422,Debito,-64.98,01:10:09 UTC
4892,779,20140607,Debito,-15.94,18:45:21 UTC
8249,779,20140617,Debito,-23.25,04:21:07 UTC
8543,779,20140728,Debito,-19.65,08:22:44 UTC
19821,779,20141217,Debito,-34.72,06:07:42 UTC
20450,779,20141218,Debito,-36.07,23:59:34 UTC
20491,779,20141219,Debito,-14.1,17:57:34 UTC
23166,779,20141222,Debito,-21.45,00:59:04 UTC
26502,779,20150116,Debito,-40.85,01:53:22 UTC
27889,779,20150116,Debito,-34.97,11:04:14 UTC
35140,779,20160727,Debito,-27.27,04:48:23 UTC
39349,779,20160728,Debito,-19.29,21:21:30 UTC
50549,779,20161026,Debito,-4.77,19:56:04 UTC
52094,779,20200913,Debito,-31.97,23:37:02 UTC
55335,779,20201113,Debito,-47.59,02:33:37 UTC
2310,12,20160204,Debito,-47.7,22:36:34 UTC
3142,12,20160205,Debito,-80.37,08:02:41 UTC
3195,12,20160206,Debito,-50.9,17:13:14 UTC
12211,12,20160311,Debito,-45.71,09:17:49 UTC
13963,12,20160311,Debito,-104.35,09:32:51 UTC
16069,12,20160313,Debito,-17.49,04:49:34 UTC
16779,12,20160320,Debito,-22.99,21:06:25 UTC
21644,12,20160325,Debito,-24.44,09:53:36 UTC
22873,12,20160329,Debito,-99.24,12:02:27 UTC
23775,12,20160408,Debito,-34.88,18:24:48 UTC
23828,12,20160505,Debito,-33.09,07:54:34 UTC
28379,12,20161006,Debito,-37.27,23:29:12 UTC
28859,12,20161007,Debito,-23.96,07:05:32 UTC
30604,12,20170317,Debito,-36.64,13:26:49 UTC
32937,12,20170320,Debito,-5.57,13:24:03 UTC
34039,12,20170322,Debito,-49.54,08:18:08 UTC
35438,12,20170328,Debito,-65.46,08:24:48 UTC
38577,12,20220906,Debito,-38.86,13:44:35 UTC
43641,12,20220906,Debito,-30.24,14:27:49 UTC
46331,12,20220912,Debito,-197.72,15:30:04 UTC
51695,12,20221127,Debito,-126.16,14:42:28 UTC
58722,12,20221205,Debito,-136.14,22:21:38 UTC
60866,12,20221226,Debito,-19.76,16:11:24 UTC
71101,12,20221229,Debito,-1.97,23:59:44 UTC
71972,12,20221229,Debito,-15.06,23:59:58 UTC
2429,268,20160725,Debito,-88.65,07:08:07 UTC
8180,268,20160825,Debito,-12.27,08:21:01 UTC
9363,268,20161023,Debito,-53.75,13:51:06 UTC
12569,268,20161113,Debito,-25.68,06:29:30 UTC
13690,268,20161113,Debito,-71.69,11:28:23 UTC
14404,268,20161113,Debito,-15.05,12:09:22 UTC
18649,268,20161227,Debito,-66.83,13:30:12 UTC
20561,268,20161227,Debito,-20.58,13:36:27 UTC
20721,268,20161229,Debito,-84.11,15:12:35 UTC
21576,268,20170126,Debito,-63.12,07:50:55 UTC
21808,268,20170126,Debito,-12.64,11:29:12 UTC
25678,268,20170415,Debito,-65.27,07:58:47 UTC
28621,268,20170415,Debito,-34.21,11:21:05 UTC
28867,268,20170606,Debito,-18.92,23:30:57 UTC
31351,268,20170610,Debito,-22.57,07:04:54 UTC
36607,268,20170831,Debito,-89.01,13:48:19 UTC
37236,268,20170904,Debito,-66.64,12:44:37 UTC
43530,268,20210501,Debito,-57.73,04:48:07 UTC
49567,268,20210507,Debito,-60.3,22:32:08 UTC
52213,268,20210714,Debito,-25.3,06:34:57 UTC
6837,524,20220317,Debito,-32.96,11:13:28 UTC
19025,524,20220819,Debito,-6.05,23:29:03 UTC
25710,524,20221002,Debito,-21.79,08:33:22 UTC
27031,524,20221002,Debito,-18.06,09:28:27 UTC
32154,524,20221019,Debito,-14.74,09:43:56 UTC
34059,524,20221115,Debito,-37.78,22:17:24 UTC
36927,524,20221117,Debito,-32.45,14:37:55 UTC
37355,524,20221120,Debito,-20.53,23:18:35 UTC
41008,524,20221123,Debito,-18.28,01:35:20 UTC
45805,524,20221211,Debito,-11.33,18:32:21 UTC
50594,524,20221213,Debito,-39.53,12:46:12 UTC
52979,524,20221219,Debito,-81.35,12:09:22 UTC
55146,524,20221222,Debito,-20.43,07:42:13 UTC
6067,780,20180523,Debito,-45.13,16:33:21 UTC
6278,780,20180524,Debito,-82.31,05:31:36 UTC
23012,780,20210113,Debito,-99.67,00:27:58 UTC
23465,780,20210116,Debito,-17.12,14:54:27 UTC
38500,780,20210713,Debito,-22.13,12:29:31 UTC
42195,780,20211027,Debito,-23.79,11:18:10 UTC
48389,780,20211119,Debito,-74.59,05:24:23 UTC
50175,780,20211119,Debito,-88.73,06:40:01 UTC
51583,780,20211119,Debito,-300.73,06:40:14 UTC
68425,780,20220216,Debito,-18.99,04:02:55 UTC
69087,780,20220216,Debito,-25.38,05:13:34 UTC
71009,780,20220220,Debito,-33.58,01:27:20 UTC
4518,13,20230108,Debito,-31.84,07:02:40.664454 UTC
7956,13,20230108,Debito,-28.14,07:02:40.679646 UTC
10526,13,20230108,Debito,-46.23,07:02:40.865266 UTC
22797,13,20230108,Debito,-55.88,07:02:40.778017 UTC
25549,13,20230108,Debito,-6.61,07:02:40.186325 UTC
25766,13,20230108,Debito,-31.06,07:02:40.609958 UTC
35208,13,20230108,Debito,-8.35,07:02:40.061235 UTC
48596,13,20230108,Debito,-18.89,07:02:40.273381 UTC
53062,13,20230108,Debito,-12.57,07:02:40.625171 UTC
53146,13,20230108,Debito,-14.56,07:02:40.577658 UTC
56402,13,20230108,Debito,-15.24,07:02:40.879517 UTC
61478,13,20230108,Debito,-6.83,07:02:40.396548 UTC
63929,13,20230108,Debito,-48.15,07:02:40.126167 UTC
1156,269,20130206,Debito,-76.64,12:21:44 UTC
6843,269,20140319,Debito,-35.15,20:52:01 UTC
10467,269,20140401,Debito,-15.74,11:07:49 UTC
13111,269,20140418,Debito,-13.53,10:22:51 UTC
17300,269,20170614,Debito,-17.7,14:48:07 UTC
20202,269,20180515,Debito,-17.35,12:42:55 UTC
21386,269,20180515,Debito,-24.94,14:23:43 UTC
21827,269,20180517,Debito,-110.51,21:28:01 UTC
22592,269,20180518,Debito,-22.35,23:40:59 UTC
24205,269,20180519,Debito,-54.84,11:41:06 UTC
25677,269,20180524,Debito,-35.21,08:10:45 UTC
27668,269,20180812,Debito,-26.79,19:24:55 UTC
29819,269,20180814,Debito,-10.61,07:39:26 UTC
34743,269,20180816,Debito,-141.06,16:40:20 UTC
36072,269,20181208,Debito,-17.24,09:23:57 UTC
38163,269,20181223,Debito,-7.76,13:12:06 UTC
40855,269,20190121,Debito,-10.78,11:42:17 UTC
45240,269,20190129,Debito,-46.29,17:16:51 UTC
49149,269,20190802,Debito,-75.86,18:07:53 UTC
55058,269,20190909,Debito,-29.63,02:26:12 UTC
60605,269,20191118,Debito,-67.04,07:09:13 UTC
62431,269,20191119,Debito,-51.48,01:22:49 UTC
63222,269,20191119,Debito,-24.4,02:11:58 UTC
65720,269,20191119,Debito,-11.67,12:56:35 UTC
69793,269,20200529,Debito,-10.54,00:02:40 UTC
71722,269,20200626,Debito,-95.57,14:50:37 UTC
1054,525,20120729,Debito,-7.91,19:24:07 UTC
5200,525,20140904,Debito,-31.28,08:39:53 UTC
5966,525,20140909,Debito,-87.68,02:34:28 UTC
7168,525,20141028,Debito,-118.69,05:13:11 UTC
20470,525,20160123,Debito,-24.71,17:29:12 UTC
21351,525,20160202,Debito,-26.36,23:35:36 UTC
24084,525,20160219,Debito,-25.17,08:22:17 UTC
26823,525,20160220,Debito,-50.96,15:37:22 UTC
38275,525,20160526,Debito,-20.31,22:24:27 UTC
39061,525,20160528,Debito,-140.95,21:21:23 UTC
42485,525,20160603,Debito,-92.36,06:13:04 UTC
45231,525,20160614,Debito,-138.17,01:50:59 UTC
53887,525,20160629,Debito,-110.03,10:46:37 UTC
54122,525,20160802,Debito,-29.12,21:56:03 UTC
57649,525,20171001,Debito,-94.01,16:53:03 UTC
60483,525,20171005,Debito,-113.48,16:29:59 UTC
60856,525,20171009,Debito,-33.64,23:53:07 UTC
1848,781,20140925,Debito,-149.1,19:21:10 UTC
3156,781,20140928,Debito,-48.61,10:02:12 UTC
4948,781,20141003,Debito,-91.05,06:01:10 UTC
10737,781,20141118,Debito,-6.23,10:19:52 UTC
11599,781,20141125,Debito,-20.16,21:55:31 UTC
15181,781,20150416,Debito,-15.88,05:24:31 UTC
18352,781,20150419,Debito,-15.73,07:10:32 UTC
29763,781,20151202,Debito,-60.34,23:55:44 UTC
34023,781,20151213,Debito,-13.72,10:04:14 UTC
39026,781,20151214,Debito,-29.84,01:10:51 UTC
39382,781,20151214,Debito,-9.21,05:57:21 UTC
43086,781,20151226,Debito,-141.6,03:33:10 UTC
46147,781,20161121,Debito,-260.53,06:52:53 UTC
52226,781,20180413,Debito,-26.25,15:27:00 UTC
57173,781,20181204,Debito,-26.19,22:47:33 UTC
58175,781,20190106,Debito,-213.37,17:46:04 UTC
58903,781,20190226,Debito,-29.97,11:34:47 UTC
59598,781,20190301,Debito,-149.98,10:32:10 UTC
63447,781,20190301,Debito,-73.57,19:20:53 UTC
1018,14,20220523,Debito,-12.35,16:45:01 UTC
